Item ID,EZ Number,Name,Extended description,Standard cost,Base price,On hand,On hold,On order,Note,Enable bin tracking
Z 18524-01H-0012,63032,Angle,,2.66,3.325,0,0,0,,False
Z 18524-01H-0020,63099,Sensor plate,,4.636,5.795,0,0,0,,False
Z 18524-01H-0100,63210,Stainless steel hinge set complete includes 4 pieces,,92.0103,115.1281,5,0,0,,True
Z 18524-01K-0004,62057,Rope catch,,28.842,42.04,,,,,False
Z 18524-01K-0005,62008,Plastic pulley cart storage motor,D180-70 / PA6G,104.8,143.37,0,1,1,,False
Z 18524-01L-0000,62425,SEW Motor with bracket complete,storage motor assembly with motor E 2007,1270.701,1588.3763,0,0,0,,False
Z 18524-01Z-0210,,Mounting rod for storage system,welded assembly,0,27.7875,0,0,,,False
Z 18524-01Z-0400,,Running rail 2 meter length,,35.815,44.7688,0,0,0,,False
Z 18525-102-0052,65049,Distance plate 10 x 80 x 384,,26.1535,32.6919,0,0,0,,False
Z 18525-102-0054,65050,Cover - Motor hub,,6.43,8.92,0,0,0,,False
Z 18525-102-0084,65200,Shaft with hub,,640.262,800.3275,0,0,0,,False
Z 18525-102-0087,65213,Hub with attachments RF147 6 hole Ø 110 H7,,920.42,1275.7,0,0,0,,False
Z 18525-140-0002,65199,Lift wheel Ø 880 with out cover 10 hole with liner,,1250.5515,1563.1894,0,0,0,,False
Z 18525-150-0001,65058,Bare hub RF147 dbl wheel 1500mm shaft Ø 110,,643.587,804.4838,,0,0,,False
Z 18526-011-1029,,Holder,,77.625,97.0313,0,0,0,,False
Z 18526-011-1031,,Holder,,23.959,29.95,0,0,0,,False
Z 18526-011-1033,,Holder,,18.1545,22.6938,0,0,0,,False
Z 18528-101-0000,,Service trolley with lifting device,,0,0,0,0,0,ATTENTION - New item number to use is Z 21528-101-0000 (EZ 6600).,False
Z 18541-001-2025,9291,Bumper,,99.29,124.12,2,0,0,,True
Z 18541-001-2085,9000,Clamp complete,,794.63,993.28,3,,,,True
Z 18541-001-2088,9290,Brake disc welding assembly Hex,,225.72,282.15,,,,,False
Z 18541-001-2110,9274,Running wheel complete,,0,0,0,,0,ATTENTION - This version is no longer sold. Use item number Z 17541-001-0186 (EZ 9034).,False
Z 18544-001-0065,9240,Pendulum flap,,2.05,2.5625,,,0,,False
Z 18544-001-0158,,Joint head assembly,,123.5,154.375,0,0,0,,False
Z 18544-001-2007,9326,SEW Motor K87 DRN132L4/RS/TF,9.2kW bevel gear motor with drive hub,4413.7,5517.13,,,0,,False
Z 18544-001-2033,9280,Roll plastic,,75.8005,94.7506,0,0,0,,False
Z 18544-001-2035,9394,Cable pulley Ø 180 complete,with trimmed off liner,152.152,190.19,0,0,0,,False
Z 18546-001-0101,9267,Kabelbaum Sitz Hexenbesen,,0,217.55,,,,,False
Z 18546-001-0102,9325,Steckverbindung zur Gondel/Sitz,,85.48,106.85,,,,,False
Z 19521-006-0122,71263,Guide bracket,,16.644,20.805,0,0,0,,False
Z 19521-006-0123,71262,Kunststoffführung DK,,3.49,4.36,,,,,False
Z 19521-006-0124,,Bohrschablone Führungsbügel DK,,9.89,12.36,,,,,False
Z 19521-140-0025,,Sled body Non ALR system no tail light,color blue,179.075,223.8438,,,,,False
Z 19521-140-0026,,Sled body Non ALR system no tail light,color yellow,179.075,223.8438,,,,,False
Z 19521-140-0027,,Sled body Non ALR system no tail light,color green,179.075,223.8438,,,,,False
Z 19521-140-0028,,Sled body Non ALR system no tail light,color orange,179.075,223.8438,,,,,False
Z 19521-140-0029,,Sled body Non ALR system no tail light,color silver,179.075,223.8438,,,,,False
Z 19521-140-0030,,Sled body Non ALR system no tail light,color red,179.075,223.8438,,,,,False
Z 19521-140-0031,,Sled body Non ALR system no tail light,color brown,179.075,223.8438,,,,,False
Z 19521-140-0032,,Sled body Non ALR system no tail light,color grey,179.075,223.8438,,,,,False
Z 19521-200-1075,75124,Gear wheel,,15.637,19.5463,12,0,0,,False
Z 19521-200-1100,75150,front axle complete,front axle complete,701.42,841.71,0,0,0,,False
Z 19521-200-1134,75155,reduction bush - wheel Ø125 AC 2.0,,5.31,7.36,0,5,5,,False
Z 19521-200-1214,75194,Return pendulum complete AC 2.0,,41.99,52.4875,0,0,0,,False
Z 19521-200-1215,75350,Return Pendulum,,26.37,31.64,0,0,0,,True
Z 19521-200-1221,75353,rear wheel bracket - AC 2.0,,30.53,69.64,,,,,False
Z 19521-200-1225,75180,Rear wheel bracket complete,,37.54,52.04,0,0,0,New number is Z 25521-200-1225 - Use this number when Z 19521-200-1225 is out of stock,False
Z 19521-200-1350,75309,Feather Holder Complete,,338.22,405.87,0,0,0,,True
Z 19521-200-1362,75140,Conveyor roller magnetic brake AC 2.0,,2.052,2.565,14,,0,,True
Z 19521-200-1603,75106,Shock absorber,,10.9915,13.7394,0,0,0,,False
Z 19521-200-1619,75110,Support articular,,42.3605,52.9506,0,0,0,,False
Z 19521-200-1801,75325,chassis for Alpine-Coaster - rear cover,,54.85,76.03,,2,2,,True
Z 19521-200-1913,75210,Control enclosure cart DC 1.2 / 2.0 w/o bracket,,726.15,881.2556,5,2,0,,True
Z 19521-200-1920,75209,Control enclosure with holder,,739.42,887.31,0,0,0,,False
Z 19522-200-1225,,Ramp anti-reverse,,4.0755,5.0944,0,0,0,,False
Z 19522-200-1231,30211,Holder sensor complete,,171.7885,214.7356,0,0,0,,False
Z 19522-200-1242,30206,Single magnet holder complete AC 2.0,,5.187,6.4838,,,,,False
Z 19522-200-1245,30207,Double magnet holder complete AC 2.0,,15.1335,18.6169,,,,,False
Z 19522-220-30,,Holder for cable pulley AC 2.0,,233.111,291.3888,0,0,0,,False
Z 19522-220-5,,"support plate AC 2.0, for uphill/rope pulley","support plate AC 2.0, for uphill/rope pulley",33.41,40.1,0,0,,,False
Z 19525-102-0150,,Lift wheel Ø 1500 double wheel with cover,,0,0,,,,ATTENTION - New item number to use is Z 24525-140-0210 (EZ 65246). This used to also be EZ 65246.,False
Z 19526-200-0014,30002,shaft - rd40 - 690mm,,185.57,257.21,,1,1,,True
Z 19526-200-0056,30022,"Plastic guide - Charging rail AC 2.0 1 piece 82,36 82,36 0 25x27-1850mm","Plastic guide - Charging rail AC 2.0
1 piece 82,36 82,36 0
25x27-1850mm",78.24,93.89,0,0,0,,False
Z 19526-200-0059,30021,Busbar Complete,Busbar Complete,209.77,251.73,0,0,0,,False
Z 19529-000-0010,,Mounting plate for control terminal box,mounts Z AC-P00-102 (EZ 3106) complete & E 119320 enclosure only to track,5.377,8.0655,0,0,0,,False
Z 19544-001-1000,,Halter kpl.,,130.92,163.65,,,,,False
Z 19544-002-0092,9373,Spacer,,4.83,6.0375,,,0,,False
Z 19544-002-2025,,Hebel Feder kpl 2,,0,0,,,,,False
Z 19544-002-2027,,Federhalter 2,,0,0,,,,,False
Z 19544-003-0263,9389,Brake rail,,109.86,137.325,,,0,,False
Z 19544-003-2032,9392,"Pulley Ø 180 reinforced, lathed",,147.21,184.0125,,,0,,False
Z 19544-003-2033,9374,Plastic pulley Ø 189/204,PA6G,113.81,142.2625,0,0,0,,False
Z 19570-015-0310,,D09 Kurve R3000 Sonder ZSB,,7.97,9.96,,,,,False
Z 19570-015-0410,,D09 Gerade Sonder ZSB,,7.97,9.96,,,,,False
Z 19570-015-0420,,D09 Kurve R3000 Sonder ZSB,,7.97,9.96,,,,,False
Z 19570-019-0310,,D09 Kurve R3000 Sonderelement,,7.97,9.96,,,,,False
Z 19570-019-0410,,"D09 Gerade Sonderelement, 775x1060x1060",,7.97,9.96,,,,,False
Z 19570-019-0420,,D09 Kurve R3000 Sonder ZSB,,7.97,9.96,,,,,False
Z 19570-021-0120,,D09 Kurve R4500 17° Sonder,,7.97,9.96,,,,,False
Z 19570-021-0220,,D09 Kurve R6000 13° Pfeile,,7.97,9.96,,,,,False
Z 19691-01A-1170,50149,Eccentric nut -Weld assembly,,2.33,4.13,0,0,0,,False
Z 19691-01B-1750,50062,restraint cylinder cpl.,,2847.79,3947.03,2,,,,True
Z 20521-007-0000,,Estes Park Alpine Coaster Sled,,8317.9815,9565.6787,0,0,0,,False
Z 20521-130-0005,70709,Front buffer insert complete,,65.417,104.13,8,0,0,ATTENTION - Sell old stock item number A 0877 (EZ 70709) first.,True
Z 20521-130-0010,70710,Nose protector,,17.879,22.3488,16,0,0,,True
Z 20521-130-0014,70711,Seat shell upholstery for AC,,43.8805,64.86,10,,0,ATTENTION - Sell old stock item number A 0878 (EZ 70711) first.,True
Z 20521-130-0051,70515,Seat bracket handle left complete,,40.87,49.04,11,7,0,,True
Z 20521-130-0054,70447,Seat bracket handle right complete,,40.87,49.04,11,7,0,,True
Z 20521-140-0001,6011,Standard sled body ALR system right with tail light,color blue,179.075,223.8438,,,,,False
Z 20521-140-0002,6009,Standard sled body ALR system right with tail light,color yellow,179.075,223.8438,,,,,False
Z 20521-140-0003,6018,Standard sled body ALR system right with tail light,color green,179.075,223.8438,,,,,False
Z 20521-140-0004,6019,Standard sled body ALR system right with tail light,color orange,210.7765,263.4706,,,,,False
Z 20521-140-0005,6020,Standard sled body ALR system right with tail light,color silver,210.7765,263.4706,0,0,0,,False
Z 20521-140-0006,6000,Standard sled body ALR system right with tail light,color red,179.075,223.8438,0,0,0,,False
Z 20521-140-0007,6010,Standard sled body ALR system right with tail light,color brown,179.075,223.8438,,,,,False
Z 20521-140-0008,6025,Standard sled body ALR system right with tail light,color grey,179.075,223.8438,,,,,False
Z 20521-140-0009,,Sled body ALR system left with tail light,color blue,179.075,223.8438,,,,,False
Z 20521-140-0010,,Sled body ALR system left with tail light,color yellow,179.075,223.8438,,,,,False
Z 20521-140-0011,,Sled body ALR system left with tail light,color green,179.075,223.8438,,,,,False
Z 20521-140-0012,,Sled body ALR system left with tail light,color orange,179.075,223.8438,,,,,False
Z 20521-140-0013,,Sled body ALR system left with tail light,color silver,179.075,223.8438,,,,,False
Z 20521-140-0014,,Sled body ALR system left with tail light,color red,179.075,223.8438,,,,,False
Z 20521-140-0015,,Sled body ALR system left with tail light,color brown,179.075,223.8438,,,,,False
Z 20521-140-0016,,Sled body ALR system left with tail light,color grey,179.075,223.8438,,,,,False
Z 20521-140-0017,,Sled body ALR system left no tail light,color blue,179.075,223.8438,,,,,False
Z 20521-140-0018,,Sled body ALR system left no tail light,color yellow,179.075,223.8438,,,,,False
Z 20521-140-0019,,Sled body ALR system left no tail light,color green,179.075,223.8438,,,,,False
Z 20521-140-0020,,Sled body ALR system left no tail light,color orange,179.075,223.8438,,,,,False
Z 20521-140-0021,,Sled body ALR system left no tail light,color silver,179.075,223.8438,,,,,False
Z 20521-140-0022,,Sled body ALR system left no tail light,color red,179.075,223.8438,,,,,False
Z 20521-140-0023,,Sled body ALR system left no tail light,color brown,179.075,223.8438,,,,,False
Z 20521-140-0024,,Sled body ALR system left no tail light,color grey,179.075,223.8438,,,,,False
Z 20521-150-0006,71276,Bracket in front,,10.374,12.9675,0,0,0,,False
Z 20521-150-0007,71273,Deflector role 1,,16.19,22.44,0,0,0,,False
Z 20521-150-0010,71275,Rope deflector in front complete,,56.24,70.3,0,0,0,,False
Z 20521-150-0011,71271,Rear rope deflector complete,,43.814,54.7675,0,0,0,,False
Z 20521-150-0012,71272,Rear holder,,8.85,12.27,25,0,0,,True
Z 20521-150-0013,71274,Deflector role 2,,2.223,2.7788,0,0,0,,False
Z 20521-150-0014,,Cable guide conversion kit,for distance control,118.1895,147.7369,,,,,False
Z 20521-200-1053,75169,Wire tempomat,,1.8525,3.1469,4,0,0,,False
Z 20521-200-1061,75121,Brake lever welding part,,56.6865,70.8581,0,0,0,,False
Z 20521-200-1064,75122,Brake lever handle left,,42.2845,52.8556,0,0,0,,False
Z 20521-200-1065,75123,brake lever handle right,,43.57,60.39,0,0,0,,False
Z 20521-200-1125,75170,Wheel Ø 75 complete AC 2.0,,26.15,36.24,0,0,0,,False
Z 20521-200-1130,75157,Wheel 125 TM complete,,258.742,323.4275,0,0,0,,False
Z 20521-200-1139,75158,Front wheel Ø 125 TM AC 2.0,,130.606,163.2575,0,0,0,,False
Z 20521-200-1301,75130,Magnet holder complete,,1113.05,1335.66,0,1,1,,True
Z 20521-200-1309,75132,Bracket,,6.365,7.9563,,,,,False
Z 20521-200-1320,,Magnet stop brake,,1630.2,2037.75,0,0,0,,False
Z 20521-200-1409,75319,Holder Tension Spring,Holder Tension Spring,6.17,7.41,0,0,0,,False
Z 20521-200-1439,75308,Jockey wheel for tempomat,,14.9435,18.6794,0,0,0,,False
Z 20521-200-1600,75100,Clamp with suspension,,570.57,713.2125,0,0,0,,False
Z 20521-200-1607,75104,Fixing plate clamp,,14.022,17.5275,0,0,0,,False
Z 20521-200-8001,75200,Antenna complete,,63.63,76.36,13,20,20,,False
Z 20521-200-8002,75201,Tail lamp complete,,27.98,33.57,0,0,0,,False
Z 20521-200-8003,75202,Rotary encoder 2.0 whole unit,,202.578,253.2225,6,0,0,,True
Z 20521-200-8004,75203,Motor with cable,2.0 coaster,165.7085,165.71,7,0,0,,True
Z 20521-200-8005,75204,Cable for slider,,16.6155,20.7694,,,,,False
Z 20521-200-8006,75205,Sensor cable for rear axle,,143.52,172.22,3,0,0,,False
Z 20521-200-8007,75206,Cable for lighting front/back,,128.2595,160.3244,,,,,False
Z 20521-200-8008,75207,Cable end position sensor/motor AC 2.0,,59.8975,74.8719,6,10,10,,False
Z 20521-200-8009,75208,Cap holder complete,,348.27,435.3375,0,0,0,,False
Z 20521-200-8011,75213,Front lamp AC 2.0,,78.8,95.6413,1,0,0,,True
Z 20521-200-8012,,Mobile battery pack/hand control box AC 2.0 & 1.2,,0,0,0,0,0,ATTENTION - New item number to use is Z 20521-200-8013.,False
Z 20521-200-8013,,Test device / mobile battery / hand control box,with LED AC 2.0 & AC 1.2,592.933,741.1663,1,1,1,,False
Z 20521-400-0122,70072,Angle with sensor,,30.0105,37.5131,0,0,0,,False
Z 20521-400-0128,71294,Gear wheel small Z17,,14.07,20.32,7,6,0,,True
Z 20521-400-0129,71279,Big gear Z17,,11.73,14.08,7,,0,,True
Z 20521-400-0131,71281,Attachment bracket for motor,,81.5385,101.9231,0,0,0,,False
Z 20521-400-0132,71283,Lever arm with joint head,,28.899,45.06,0,0,0,,False
Z 20521-400-0136,71282,Eccentric,,59.4035,88.33,0,0,0,,False
Z 20521-400-0172,71285,Bush rd 16 - 14.1mm for motor AC 2.0,,3.838,5.71,33,0,0,,True
Z 20521-400-0184,71316,"Reset switch with cable AC 1.2, 2.0",,56.05,70.0625,,,,,False
Z 20522-120-0004,,Connecting Piece,,28.07,33.68,0,0,0,,False
Z 20522-220-31,30203,Connection plate,,9.08,10.9,0,0,0,,False
Z 20524-200-0110,61129,Transition piece,,26.277,32.8463,0,0,0,,False
Z 20525-102-1100,,Antistatic grounding 22kW lift station,,493.3825,616.7281,0,0,0,,False
Z 20526-016-4007,2204,Shaft Ø 40 x 255mm long with groove,,80.522,100.6525,2,,0,,True
Z 20526-500-0005,2730,Connection part,,5.2345,6.5431,0,0,0,,False
Z 20526-500-0007,2725,Bolt for sprocket,,21.679,27.0988,0,0,0,,False
Z 20526-500-0011,2727,Sprocket 10B-2 23 teeth,,293.2365,366.5456,0,0,0,,False
Z 20528-101-0152,6617,Plastic guide,,17.6605,22.0756,0,0,0,,False
Z 20528-101-1005,6618,Holder left,,7.7235,9.6544,0,0,0,,False
Z 20528-101-1006,6619,Holder right,,7.7235,9.6544,0,0,0,,False
Z 20529-200-0008,,Heat cable for brake conveyor / exit belt,,311.41,389.2625,0,0,0,,False
Z 20551-001-0105,40086,Bar cushion complete,,149.435,186.7938,,,,,False
Z 20551-001-2000,40120,Fiberglass one piece seat TwinSeater 2021,,930.5725,1163.2156,,,,,False
Z 20691-01A-0295,50156,Incremental encoder wheel,,156.7215,195.9019,0,0,0,,False
Z 20691-01B-0190,50076,Wheel D400 Foamed,Wheel D400 Foamed,178.03,214.64,0,0,0,,False
Z 21521-130-0100,71291,Sliding contact left complete,,75.86,94.8219,8,3,0,,True
Z 21521-130-0110,71292,Sliding contact right complete,,75.8575,94.8219,6,0,0,,True
Z 21521-200-1359,75139,Motor shaft welding part,,40.8785,51.0981,2,0,0,,True
Z 21521-200-1549,75364,Belt holder welding part,,39.3395,49.1744,0,0,0,,False
Z 21521-200-1550,75362,Rear belt right complete AC 2.0,,323.56,404.45,4,0,0,,True
Z 21521-200-1551,75361,Front belt right complete AC 2.0,,312.13,390.1625,5,0,0,,True
Z 21521-200-1800,79000,Sled body graphite grey,,490,588,0,5,5,,False
Z 21521-200-1801,79001,Sled body graphite grey,,490,594.6525,0,0,0,,False
Z 21521-200-2010,75371,Front handle bushing AC 2.0 rd 30 - 19,,1.9855,2.4819,0,0,0,,False
Z 21521-400-0133,71284,Motor with cable,1.5 coaster,165.71,207.1356,0,10,10,,True
Z 21521-400-0183,71315,Front lamp complete with holder,,115.8905,144.8631,0,0,0,,False
Z 21521-400-0211,71278,Brake lever tube with rubber handles,,147.61,179.1344,19,0,0,ATTENTION - Sell old stock item number Z AC-MBR-210 (EZ 70430) first.,True
Z 21521-400-8001,71313,Wiring harness,,711.474,889.3425,1,0,0,,True
Z 21521-400-8002,71296,Sensor 1,,110.77,138.4625,0,7,0,,False
Z 21521-400-8003,71297,Sensor 2,,110.77,138.4625,0,7,0,,False
Z 21521-400-8004,71298,Sensor cable,,22.2015,27.7519,0,0,0,,False
Z 21521-400-8005,72078,Rotary encoder 1.5 whole unit,,208.69,289.2,0,0,0,,False
Z 21521-400-8012,,Antenna Cable CPL AC 1.0/1.2,,63.93,76.72,4,9,10,Use this # - Replaces E 10339-- E 10339 is inactive.,True
Z 21521-400-8014,50079,Cable harness front lamp coaster 1.2,,108.148,135.185,0,0,0,,True
Z 21526-140-0142,3513,Charging rail complete right,,223.8485,279.8106,,,,,False
Z 21526-140-0144,3519,Charging rail complete left,,223.8485,279.8106,,,,,False
Z 21526-140-0150,30028,RFID holder complete,,505.7325,632.1656,,,,,False
Z 21526-140-0208,3515,Contact protection charging rail right,charging conveyor AC 1.2,28.2055,35.2569,0,1,1,,False
Z 21526-140-0209,3518,Contact protection charging rail left,charging conveyor AC 1.2,28.2055,35.2569,0,1,1,,False
Z 21528-101-0000,6600,Service trolley with lifting device for AC 1.0/1.5,,2979.87,3481.1563,0,1,0,,False
Z 21528-101-4000,6648,AC 2.0 Service trolley,,2784.925,3481.1563,0,0,0,,False
Z 21528-101-5010,6615,Attachment in back welding part,,46.68,56.02,0,0,0,,False
Z 21528-101-5020,6616,Attachment in back welding part,,46.68,56.02,0,0,0,,False
Z 21529-400-0001,,Foot Pedal _ Charging conveyor,,237.81,237.81,0,0,0,,False
Z 21691-02B-0192,50029,Side Guide Wheel Complete,,56.56,67.87,0,0,0,,False
Z 21696-01A-0102,40129,Collector complete Phase black,,47,65.14,0,0,0,,False
Z 21696-01A-0103,40130,Collector complete PE yellow,,42.0945,52.6181,,,,,False
Z 21696-01A-0112,51103,Collector head complete Phase black,,25.8305,32.2881,,,,,False
Z 21696-01A-0113,51104,Collector head complete PE yellow,,25.83,32.2881,,,,,False
Z 22521-002-0001,,Sled body design sticker Skyland Ranch,,225.91,282.3875,0,0,0,,False
Z 22521-012-0001,,Sled body design sticker Anakeesta,,232.68,279.22,0,5,5,,False
Z 22521-015-0001,,Sled body design sticker Cool Runnings,,232.69,322.51,0,2,2,,False
Z 22521-200-1080,75316,Bumper rear complete AC 2.0,,116.2895,145.3619,0,0,0,,False
Z 22521-200-1081,75401,"bumper rear AC 2.0, without honeycomb core and impact plate",,96.03,115.24,0,0,0,,False
Z 22521-200-1458,75374,Tension spring AC 2.0 rd 1.25 100lg,,3.306,4.1325,0,0,0,,False
Z 22521-200-1561,75392,Front belt left complete AC 2.0,,339.87,407.84,15,0,0,,True
Z 22521-200-1564,75391,Rear belt left complete AC 2.0,,352.32,422.78,15,0,0,,True
Z 22521-200-1612,75262,Distance piece AC 2.0,,.247,.3088,0,0,0,,False
